"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Sweden (SE)","16.11.2022 16:00 - 16.11.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10329","n/e","5721","1032","n/e","n/e","n/e","n/e","2918"
"Sweden (SE)","16.11.2022 17:00 - 16.11.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10783","n/e","5720","1055","n/e","n/e","n/e","n/e","2949"
"Sweden (SE)","16.11.2022 18:00 - 16.11.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10727","n/e","5721","1049","n/e","n/e","n/e","n/e","2890"
"Sweden (SE)","16.11.2022 19:00 - 16.11.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9697","n/e","5722","1037","n/e","n/e","n/e","n/e","2820"
"Sweden (SE)","16.11.2022 20:00 - 16.11.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9322","n/e","5721","995","n/e","n/e","n/e","n/e","2765"
"Sweden (SE)","16.11.2022 21:00 - 16.11.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8516","n/e","5722","955","n/e","n/e","n/e","n/e","2692"
"Sweden (SE)","16.11.2022 22:00 - 16.11.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8093","n/e","5723","836","n/e","n/e","n/e","n/e","2642"
"Sweden (SE)","16.11.2022 23:00 - 17.11.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7474","n/e","5724","824","n/e","n/e","n/e","n/e","2565"
"Sweden (SE)","17.11.2022 00:00 - 17.11.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7827","n/e","5723","779","n/e","n/e","n/e","n/e","2378"
"Sweden (SE)","17.11.2022 01:00 - 17.11.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7098","n/e","5724","805","n/e","n/e","n/e","n/e","2345"
"Sweden (SE)","17.11.2022 02:00 - 17.11.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6399","n/e","5724","781","n/e","n/e","n/e","n/e","2373"
"Sweden (SE)","17.11.2022 03:00 - 17.11.2022 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6157","n/e","5724","782","n/e","n/e","n/e","n/e","2350"
"Sweden (SE)","17.11.2022 04:00 - 17.11.2022 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6157","n/e","5724","822","n/e","n/e","n/e","n/e","2404"
"Sweden (SE)","17.11.2022 05:00 - 17.11.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6701","n/e","5725","924","n/e","n/e","n/e","n/e","2450"
"Sweden (SE)","17.11.2022 06:00 - 17.11.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9800","n/e","5725","1008","n/e","n/e","n/e","n/e","2454"
"Sweden (SE)","17.11.2022 07:00 - 17.11.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10387","n/e","5724","1058","n/e","n/e","n/e","n/e","2460"
"Sweden (SE)","17.11.2022 08:00 - 17.11.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10525","n/e","5723","1073","n/e","n/e","n/e","n/e","2448"
"Sweden (SE)","17.11.2022 09:00 - 17.11.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10544","n/e","5724","1084","n/e","n/e","n/e","n/e","2470"
"Sweden (SE)","17.11.2022 10:00 - 17.11.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10521","n/e","5716","1080","n/e","n/e","n/e","n/e","2481"
"Sweden (SE)","17.11.2022 11:00 - 17.11.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10428","n/e","5719","1071","n/e","n/e","n/e","n/e","2484"
"Sweden (SE)","17.11.2022 12:00 - 17.11.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10349","n/e","5719","1083","n/e","n/e","n/e","n/e","2449"
"Sweden (SE)","17.11.2022 13:00 - 17.11.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10269","n/e","5719","1052","n/e","n/e","n/e","n/e","2388"
"Sweden (SE)","17.11.2022 14:00 - 17.11.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10323","n/e","5718","1065","n/e","n/e","n/e","n/e","2344"
"Sweden (SE)","17.11.2022 15:00 - 17.11.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10457","n/e","5719","1053","n/e","n/e","n/e","n/e","2434"
"Sweden (SE)","17.11.2022 16:00 - 17.11.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10784","n/e","5719","1031","n/e","n/e","n/e","n/e","2550"
"Sweden (SE)","17.11.2022 17:00 - 17.11.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10845","n/e","5720","1031","n/e","n/e","n/e","n/e","2688"
"Sweden (SE)","17.11.2022 18:00 - 17.11.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10692","n/e","5720","1001","n/e","n/e","n/e","n/e","2803"
"Sweden (SE)","17.11.2022 19:00 - 17.11.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10525","n/e","5718","987","n/e","n/e","n/e","n/e","2873"
"Sweden (SE)","17.11.2022 20:00 - 17.11.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10288","n/e","5717","970","n/e","n/e","n/e","n/e","2929"
"Sweden (SE)","17.11.2022 21:00 - 17.11.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9765","n/e","5719","911","n/e","n/e","n/e","n/e","2950"
"Sweden (SE)","17.11.2022 22:00 - 17.11.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9569","n/e","5718","859","n/e","n/e","n/e","n/e","2887"
"Sweden (SE)","17.11.2022 23:00 - 18.11.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9089","n/e","5719","832","n/e","n/e","n/e","n/e","2752"
"Sweden (SE)","18.11.2022 00:00 - 18.11.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8561","n/e","5719","880","n/e","n/e","n/e","n/e","2659"
"Sweden (SE)","18.11.2022 01:00 - 18.11.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8480","n/e","5719","877","n/e","n/e","n/e","n/e","2618"
"Sweden (SE)","18.11.2022 02:00 - 18.11.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8438","n/e","5720","861","n/e","n/e","n/e","n/e","2621"
"Sweden (SE)","18.11.2022 03:00 - 18.11.2022 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8382","n/e","5720","865","n/e","n/e","n/e","n/e","2663"
"Sweden (SE)","18.11.2022 04:00 - 18.11.2022 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8680","n/e","5720","906","n/e","n/e","n/e","n/e","2673"
"Sweden (SE)","18.11.2022 05:00 - 18.11.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9054","n/e","5721","976","n/e","n/e","n/e","n/e","2669"
"Sweden (SE)","18.11.2022 06:00 - 18.11.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9755","n/e","5720","1109","n/e","n/e","n/e","n/e","2632"
"Sweden (SE)","18.11.2022 07:00 - 18.11.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10724","n/e","5719","1175","n/e","n/e","n/e","n/e","2573"
"Sweden (SE)","18.11.2022 08:00 - 18.11.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11098","n/e","5720","1174","n/e","n/e","n/e","n/e","2437"
"Sweden (SE)","18.11.2022 09:00 - 18.11.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11145","n/e","5720","1190","n/e","n/e","n/e","n/e","2443"
"Sweden (SE)","18.11.2022 10:00 - 18.11.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11029","n/e","5719","1199","n/e","n/e","n/e","n/e","2540"
"Sweden (SE)","18.11.2022 11:00 - 18.11.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11037","n/e","5720","1216","n/e","n/e","n/e","n/e","2540"
"Sweden (SE)","18.11.2022 12:00 - 18.11.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11120","n/e","5720","1230","n/e","n/e","n/e","n/e","2564"
"Sweden (SE)","18.11.2022 13:00 - 18.11.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11091","n/e","5721","1222","n/e","n/e","n/e","n/e","2531"
"Sweden (SE)","18.11.2022 14:00 - 18.11.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11142","n/e","5721","1208","n/e","n/e","n/e","n/e","2471"
"Sweden (SE)","18.11.2022 15:00 - 18.11.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11165","n/e","5720","1208","n/e","n/e","n/e","n/e","2600"
"Sweden (SE)","18.11.2022 16:00 - 18.11.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11345","n/e","5719","1244","n/e","n/e","n/e","n/e","2625"
"Sweden (SE)","18.11.2022 17:00 - 18.11.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11392","n/e","5719","1214","n/e","n/e","n/e","n/e","2724"
"Sweden (SE)","18.11.2022 18:00 - 18.11.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11058","n/e","5721","1232","n/e","n/e","n/e","n/e","2840"
"Sweden (SE)","18.11.2022 19:00 - 18.11.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10963","n/e","5721","1214","n/e","n/e","n/e","n/e","2900"
"Sweden (SE)","18.11.2022 20:00 - 18.11.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10797","n/e","5721","1145","n/e","n/e","n/e","n/e","2817"
"Sweden (SE)","18.11.2022 21:00 - 18.11.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10495","n/e","5722","1116","n/e","n/e","n/e","n/e","2725"
"Sweden (SE)","18.11.2022 22:00 - 18.11.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10303","n/e","5722","1082","n/e","n/e","n/e","n/e","2668"
"Sweden (SE)","18.11.2022 23:00 - 19.11.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9898","n/e","5723","1085","n/e","n/e","n/e","n/e","2687"
"Sweden (SE)","19.11.2022 00:00 - 19.11.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9069","n/e","5722","1104","n/e","n/e","n/e","n/e","2981"
"Sweden (SE)","19.11.2022 01:00 - 19.11.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8710","n/e","5723","1112","n/e","n/e","n/e","n/e","3115"
"Sweden (SE)","19.11.2022 02:00 - 19.11.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8267","n/e","5723","1124","n/e","n/e","n/e","n/e","3246"
"Sweden (SE)","19.11.2022 03:00 - 19.11.2022 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8104","n/e","5724","1143","n/e","n/e","n/e","n/e","3470"
"Sweden (SE)","19.11.2022 04:00 - 19.11.2022 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8112","n/e","5746","1148","n/e","n/e","n/e","n/e","3526"
"Sweden (SE)","19.11.2022 05:00 - 19.11.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8164","n/e","5746","1152","n/e","n/e","n/e","n/e","3643"
"Sweden (SE)","19.11.2022 06:00 - 19.11.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8216","n/e","5746","1204","n/e","n/e","n/e","n/e","3747"
"Sweden (SE)","19.11.2022 07:00 - 19.11.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8457","n/e","5746","1235","n/e","n/e","n/e","n/e","3830"
"Sweden (SE)","19.11.2022 08:00 - 19.11.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8626","n/e","5746","1244","n/e","n/e","n/e","n/e","3824"
"Sweden (SE)","19.11.2022 09:00 - 19.11.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8801","n/e","5746","1264","n/e","n/e","n/e","n/e","3844"
"Sweden (SE)","19.11.2022 10:00 - 19.11.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8890","n/e","5746","1288","n/e","n/e","n/e","n/e","3859"
"Sweden (SE)","19.11.2022 11:00 - 19.11.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8922","n/e","5746","1295","n/e","n/e","n/e","n/e","3837"
"Sweden (SE)","19.11.2022 12:00 - 19.11.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8957","n/e","5746","1295","n/e","n/e","n/e","n/e","3768"
"Sweden (SE)","19.11.2022 13:00 - 19.11.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8967","n/e","5746","1298","n/e","n/e","n/e","n/e","3708"
"Sweden (SE)","19.11.2022 14:00 - 19.11.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9368","n/e","5746","1305","n/e","n/e","n/e","n/e","3650"
"Sweden (SE)","19.11.2022 15:00 - 19.11.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9471","n/e","5746","1281","n/e","n/e","n/e","n/e","3595"
"Sweden (SE)","19.11.2022 16:00 - 19.11.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9540","n/e","5650","1335","n/e","n/e","n/e","n/e","3492"
"Sweden (SE)","19.11.2022 17:00 - 19.11.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9585","n/e","5650","1331","n/e","n/e","n/e","n/e","3395"
"Sweden (SE)","19.11.2022 18:00 - 19.11.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9668","n/e","5746","1350","n/e","n/e","n/e","n/e","3229"
"Sweden (SE)","19.11.2022 19:00 - 19.11.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9730","n/e","5746","1349","n/e","n/e","n/e","n/e","3053"
"Sweden (SE)","19.11.2022 20:00 - 19.11.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9561","n/e","5746","1347","n/e","n/e","n/e","n/e","2815"
"Sweden (SE)","19.11.2022 21:00 - 19.11.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9295","n/e","5746","1322","n/e","n/e","n/e","n/e","2647"
"Sweden (SE)","19.11.2022 22:00 - 19.11.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9289","n/e","5746","1320","n/e","n/e","n/e","n/e","2474"
"Sweden (SE)","19.11.2022 23:00 - 20.11.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9133","n/e","5746","1308","n/e","n/e","n/e","n/e","2411"
"Sweden (SE)","20.11.2022 00:00 - 20.11.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8449","n/e","5722","1328","n/e","n/e","n/e","n/e","2346"
"Sweden (SE)","20.11.2022 01:00 - 20.11.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8164","n/e","5722","1300","n/e","n/e","n/e","n/e","2308"
"Sweden (SE)","20.11.2022 02:00 - 20.11.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8005","n/e","5724","1298","n/e","n/e","n/e","n/e","2304"
"Sweden (SE)","20.11.2022 03:00 - 20.11.2022 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7928","n/e","5724","1298","n/e","n/e","n/e","n/e","2342"
"Sweden (SE)","20.11.2022 04:00 - 20.11.2022 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7911","n/e","5723","1307","n/e","n/e","n/e","n/e","2354"
"Sweden (SE)","20.11.2022 05:00 - 20.11.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8163","n/e","5723","1320","n/e","n/e","n/e","n/e","2405"
"Sweden (SE)","20.11.2022 06:00 - 20.11.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8468","n/e","5723","1335","n/e","n/e","n/e","n/e","2407"
"Sweden (SE)","20.11.2022 07:00 - 20.11.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8843","n/e","5721","1341","n/e","n/e","n/e","n/e","2404"
"Sweden (SE)","20.11.2022 08:00 - 20.11.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8904","n/e","5722","1338","n/e","n/e","n/e","n/e","2425"
"Sweden (SE)","20.11.2022 09:00 - 20.11.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8973","n/e","5724","1344","n/e","n/e","n/e","n/e","2469"
"Sweden (SE)","20.11.2022 10:00 - 20.11.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9097","n/e","5726","1341","n/e","n/e","n/e","n/e","2428"
"Sweden (SE)","20.11.2022 11:00 - 20.11.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9102","n/e","5727","1340","n/e","n/e","n/e","n/e","2339"
"Sweden (SE)","20.11.2022 12:00 - 20.11.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9163","n/e","5727","1342","n/e","n/e","n/e","n/e","2273"
"Sweden (SE)","20.11.2022 13:00 - 20.11.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9077","n/e","5726","1317","n/e","n/e","n/e","n/e","2297"
"Sweden (SE)","20.11.2022 14:00 - 20.11.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9435","n/e","5726","1314","n/e","n/e","n/e","n/e","2298"
"Sweden (SE)","20.11.2022 15:00 - 20.11.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9554","n/e","5726","1297","n/e","n/e","n/e","n/e","2421"
"Sweden (SE)","20.11.2022 16:00 - 20.11.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9697","n/e","5725","1356","n/e","n/e","n/e","n/e","2515"
"Sweden (SE)","20.11.2022 17:00 - 20.11.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9829","n/e","5727","1355","n/e","n/e","n/e","n/e","2580"
"Sweden (SE)","20.11.2022 18:00 - 20.11.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9968","n/e","5726","1336","n/e","n/e","n/e","n/e","2603"
"Sweden (SE)","20.11.2022 19:00 - 20.11.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9953","n/e","5727","1332","n/e","n/e","n/e","n/e","2702"
"Sweden (SE)","20.11.2022 20:00 - 20.11.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9770","n/e","5726","1339","n/e","n/e","n/e","n/e","2709"
"Sweden (SE)","20.11.2022 21:00 - 20.11.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9629","n/e","5728","1342","n/e","n/e","n/e","n/e","2813"
"Sweden (SE)","20.11.2022 22:00 - 20.11.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9447","n/e","5728","1321","n/e","n/e","n/e","n/e","2908"
"Sweden (SE)","20.11.2022 23:00 - 21.11.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9013","n/e","5728","1309","n/e","n/e","n/e","n/e","2901"
"Sweden (SE)","21.11.2022 00:00 - 21.11.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8540","n/e","5729","1299","n/e","n/e","n/e","n/e","2603"
"Sweden (SE)","21.11.2022 01:00 - 21.11.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8462","n/e","5729","1299","n/e","n/e","n/e","n/e","2517"
"Sweden (SE)","21.11.2022 02:00 - 21.11.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8323","n/e","5729","1320","n/e","n/e","n/e","n/e","2416"
