"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Sweden (SE)","15.11.2024 19:00 - 15.11.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5053","n/e","5750","484","n/e","1","n/e","n/e","9593"
"Sweden (SE)","15.11.2024 20:00 - 15.11.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4589","n/e","5750","452","n/e","1","n/e","n/e","10083"
"Sweden (SE)","15.11.2024 21:00 - 15.11.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4481","n/e","5636","437","n/e","1","n/e","n/e","10358"
"Sweden (SE)","15.11.2024 22:00 - 15.11.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4075","n/e","5559","415","n/e","1","n/e","n/e","10046"
"Sweden (SE)","15.11.2024 23:00 - 16.11.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4003","n/e","5558","415","n/e","1","n/e","n/e","9723"
"Sweden (SE)","16.11.2024 00:00 - 16.11.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3112","n/e","5554","347","n/e","1","n/e","n/e","10227"
"Sweden (SE)","16.11.2024 01:00 - 16.11.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3090","n/e","5353","332","n/e","1","n/e","n/e","10292"
"Sweden (SE)","16.11.2024 02:00 - 16.11.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3037","n/e","5329","332","n/e","1","n/e","n/e","10194"
"Sweden (SE)","16.11.2024 03:00 - 16.11.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3046","n/e","5328","330","n/e","1","n/e","n/e","9899"
"Sweden (SE)","16.11.2024 04:00 - 16.11.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3041","n/e","5330","333","n/e","1","n/e","n/e","9257"
"Sweden (SE)","16.11.2024 05:00 - 16.11.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3119","n/e","5331","333","n/e","1","n/e","n/e","9768"
"Sweden (SE)","16.11.2024 06:00 - 16.11.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3233","n/e","5331","336","n/e","1","n/e","n/e","9794"
"Sweden (SE)","16.11.2024 07:00 - 16.11.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3415","n/e","5332","355","n/e","1","n/e","n/e","9781"
"Sweden (SE)","16.11.2024 08:00 - 16.11.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3547","n/e","5331","366","n/e","4","n/e","n/e","9865"
"Sweden (SE)","16.11.2024 09:00 - 16.11.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3631","n/e","5331","391","n/e","38","n/e","n/e","10031"
"Sweden (SE)","16.11.2024 10:00 - 16.11.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3647","n/e","5334","403","n/e","90","n/e","n/e","10094"
"Sweden (SE)","16.11.2024 11:00 - 16.11.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3690","n/e","5332","407","n/e","131","n/e","n/e","10057"
"Sweden (SE)","16.11.2024 12:00 - 16.11.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3792","n/e","5333","416","n/e","132","n/e","n/e","10088"
"Sweden (SE)","16.11.2024 13:00 - 16.11.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3852","n/e","5333","420","n/e","93","n/e","n/e","10290"
"Sweden (SE)","16.11.2024 14:00 - 16.11.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3749","n/e","5333","407","n/e","42","n/e","n/e","10824"
"Sweden (SE)","16.11.2024 15:00 - 16.11.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3815","n/e","5333","392","n/e","7","n/e","n/e","10944"
"Sweden (SE)","16.11.2024 16:00 - 16.11.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4018","n/e","5313","389","n/e","2","n/e","n/e","10811"
"Sweden (SE)","16.11.2024 17:00 - 16.11.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4006","n/e","5281","390","n/e","1","n/e","n/e","10825"
"Sweden (SE)","16.11.2024 18:00 - 16.11.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3427","n/e","5292","385","n/e","1","n/e","n/e","10815"
"Sweden (SE)","16.11.2024 19:00 - 16.11.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3337","n/e","5319","369","n/e","1","n/e","n/e","10517"
"Sweden (SE)","16.11.2024 20:00 - 16.11.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3235","n/e","5328","370","n/e","1","n/e","n/e","10134"
"Sweden (SE)","16.11.2024 21:00 - 16.11.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3306","n/e","5337","353","n/e","1","n/e","n/e","9784"
"Sweden (SE)","16.11.2024 22:00 - 16.11.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3305","n/e","5335","351","n/e","1","n/e","n/e","9241"
"Sweden (SE)","16.11.2024 23:00 - 17.11.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3230","n/e","5335","330","n/e","1","n/e","n/e","8755"
"Sweden (SE)","17.11.2024 00:00 - 17.11.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3240","n/e","5471","313","n/e","1","n/e","n/e","8572"
"Sweden (SE)","17.11.2024 01:00 - 17.11.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3225","n/e","5534","314","n/e","1","n/e","n/e","8515"
"Sweden (SE)","17.11.2024 02:00 - 17.11.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3220","n/e","5536","303","n/e","1","n/e","n/e","8640"
"Sweden (SE)","17.11.2024 03:00 - 17.11.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3236","n/e","5537","303","n/e","1","n/e","n/e","8643"
"Sweden (SE)","17.11.2024 04:00 - 17.11.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3359","n/e","5537","307","n/e","1","n/e","n/e","8508"
"Sweden (SE)","17.11.2024 05:00 - 17.11.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3626","n/e","5535","329","n/e","1","n/e","n/e","8526"
"Sweden (SE)","17.11.2024 06:00 - 17.11.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4732","n/e","5534","339","n/e","1","n/e","n/e","8235"
"Sweden (SE)","17.11.2024 07:00 - 17.11.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5948","n/e","5534","357","n/e","2","n/e","n/e","8266"
"Sweden (SE)","17.11.2024 08:00 - 17.11.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6751","n/e","5540","355","n/e","9","n/e","n/e","8006"
"Sweden (SE)","17.11.2024 09:00 - 17.11.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7599","n/e","5619","369","n/e","73","n/e","n/e","7980"
"Sweden (SE)","17.11.2024 10:00 - 17.11.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8191","n/e","5647","375","n/e","146","n/e","n/e","7896"
"Sweden (SE)","17.11.2024 11:00 - 17.11.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8394","n/e","5660","440","n/e","195","n/e","n/e","7791"
"Sweden (SE)","17.11.2024 12:00 - 17.11.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8619","n/e","5662","442","n/e","190","n/e","n/e","7682"
"Sweden (SE)","17.11.2024 13:00 - 17.11.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8724","n/e","5662","447","n/e","131","n/e","n/e","7766"
"Sweden (SE)","17.11.2024 14:00 - 17.11.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8756","n/e","5672","455","n/e","54","n/e","n/e","8161"
"Sweden (SE)","17.11.2024 15:00 - 17.11.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8594","n/e","5686","480","n/e","7","n/e","n/e","8564"
"Sweden (SE)","17.11.2024 16:00 - 17.11.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7944","n/e","5690","513","n/e","2","n/e","n/e","8809"
"Sweden (SE)","17.11.2024 17:00 - 17.11.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7666","n/e","5688","513","n/e","2","n/e","n/e","8767"
"Sweden (SE)","17.11.2024 18:00 - 17.11.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7728","n/e","5694","526","n/e","1","n/e","n/e","8425"
"Sweden (SE)","17.11.2024 19:00 - 17.11.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7986","n/e","5711","500","n/e","1","n/e","n/e","8023"
"Sweden (SE)","17.11.2024 20:00 - 17.11.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8237","n/e","5713","496","n/e","1","n/e","n/e","7737"
"Sweden (SE)","17.11.2024 21:00 - 17.11.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8111","n/e","5713","492","n/e","1","n/e","n/e","7357"
"Sweden (SE)","17.11.2024 22:00 - 17.11.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8083","n/e","5712","487","n/e","1","n/e","n/e","7219"
"Sweden (SE)","17.11.2024 23:00 - 18.11.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7919","n/e","5735","441","n/e","1","n/e","n/e","6968"
"Sweden (SE)","18.11.2024 00:00 - 18.11.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8042","n/e","5734","411","n/e","1","n/e","n/e","6455"
"Sweden (SE)","18.11.2024 01:00 - 18.11.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8012","n/e","5735","408","n/e","1","n/e","n/e","6054"
"Sweden (SE)","18.11.2024 02:00 - 18.11.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8060","n/e","5734","408","n/e","1","n/e","n/e","5721"
"Sweden (SE)","18.11.2024 03:00 - 18.11.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8268","n/e","5748","438","n/e","1","n/e","n/e","5347"
"Sweden (SE)","18.11.2024 04:00 - 18.11.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8628","n/e","5752","505","n/e","1","n/e","n/e","4984"
"Sweden (SE)","18.11.2024 05:00 - 18.11.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9309","n/e","5752","608","n/e","1","n/e","n/e","4564"
"Sweden (SE)","18.11.2024 06:00 - 18.11.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9968","n/e","5751","753","n/e","1","n/e","n/e","4156"
"Sweden (SE)","18.11.2024 07:00 - 18.11.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10548","n/e","5750","890","n/e","2","n/e","n/e","3789"
"Sweden (SE)","18.11.2024 08:00 - 18.11.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11096","n/e","5748","938","n/e","11","n/e","n/e","3424"
"Sweden (SE)","18.11.2024 09:00 - 18.11.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11063","n/e","5742","939","n/e","70","n/e","n/e","3156"
"Sweden (SE)","18.11.2024 10:00 - 18.11.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11039","n/e","5734","967","n/e","138","n/e","n/e","2778"
"Sweden (SE)","18.11.2024 11:00 - 18.11.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11301","n/e","5735","970","n/e","182","n/e","n/e","2477"
"Sweden (SE)","18.11.2024 12:00 - 18.11.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11378","n/e","5740","978","n/e","178","n/e","n/e","2184"
"Sweden (SE)","18.11.2024 13:00 - 18.11.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11414","n/e","5747","956","n/e","123","n/e","n/e","2003"
"Sweden (SE)","18.11.2024 14:00 - 18.11.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11517","n/e","5747","962","n/e","53","n/e","n/e","2138"
"Sweden (SE)","18.11.2024 15:00 - 18.11.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11553","n/e","5746","970","n/e","14","n/e","n/e","2287"
"Sweden (SE)","18.11.2024 16:00 - 18.11.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11596","n/e","5746","988","n/e","4","n/e","n/e","2471"
"Sweden (SE)","18.11.2024 17:00 - 18.11.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11861","n/e","5743","998","n/e","2","n/e","n/e","2465"
"Sweden (SE)","18.11.2024 18:00 - 18.11.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11576","n/e","5744","1008","n/e","1","n/e","n/e","2447"
"Sweden (SE)","18.11.2024 19:00 - 18.11.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11583","n/e","5747","1015","n/e","1","n/e","n/e","2348"
"Sweden (SE)","18.11.2024 20:00 - 18.11.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11709","n/e","5748","1024","n/e","1","n/e","n/e","2241"
"Sweden (SE)","18.11.2024 21:00 - 18.11.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11841","n/e","5749","985","n/e","1","n/e","n/e","2028"
"Sweden (SE)","18.11.2024 22:00 - 18.11.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11847","n/e","5751","948","n/e","1","n/e","n/e","1823"
"Sweden (SE)","18.11.2024 23:00 - 19.11.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11717","n/e","5749","901","n/e","1","n/e","n/e","1676"
"Sweden (SE)","19.11.2024 00:00 - 19.11.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11185","n/e","5744","973","n/e","1","n/e","n/e","1424"
"Sweden (SE)","19.11.2024 01:00 - 19.11.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11116","n/e","5747","960","n/e","1","n/e","n/e","1329"
"Sweden (SE)","19.11.2024 02:00 - 19.11.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11082","n/e","5750","967","n/e","1","n/e","n/e","1292"
"Sweden (SE)","19.11.2024 03:00 - 19.11.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11143","n/e","5752","977","n/e","1","n/e","n/e","1205"
"Sweden (SE)","19.11.2024 04:00 - 19.11.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11201","n/e","5753","979","n/e","1","n/e","n/e","1149"
"Sweden (SE)","19.11.2024 05:00 - 19.11.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11270","n/e","5747","993","n/e","1","n/e","n/e","1048"
"Sweden (SE)","19.11.2024 06:00 - 19.11.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11453","n/e","5747","1045","n/e","1","n/e","n/e","996"
"Sweden (SE)","19.11.2024 07:00 - 19.11.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11501","n/e","5747","1083","n/e","1","n/e","n/e","915"
"Sweden (SE)","19.11.2024 08:00 - 19.11.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11654","n/e","5748","1079","n/e","6","n/e","n/e","832"
"Sweden (SE)","19.11.2024 09:00 - 19.11.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11656","n/e","5750","1081","n/e","57","n/e","n/e","767"
"Sweden (SE)","19.11.2024 10:00 - 19.11.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11673","n/e","5752","1088","n/e","130","n/e","n/e","668"
"Sweden (SE)","19.11.2024 11:00 - 19.11.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11697","n/e","5749","1096","n/e","166","n/e","n/e","602"
"Sweden (SE)","19.11.2024 12:00 - 19.11.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11674","n/e","5749","1092","n/e","160","n/e","n/e","547"
"Sweden (SE)","19.11.2024 13:00 - 19.11.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11693","n/e","5751","1080","n/e","107","n/e","n/e","560"
"Sweden (SE)","19.11.2024 14:00 - 19.11.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11677","n/e","5748","1063","n/e","43","n/e","n/e","667"
"Sweden (SE)","19.11.2024 15:00 - 19.11.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11608","n/e","5746","1069","n/e","6","n/e","n/e","816"
"Sweden (SE)","19.11.2024 16:00 - 19.11.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11726","n/e","5747","1064","n/e","2","n/e","n/e","1053"
"Sweden (SE)","19.11.2024 17:00 - 19.11.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11799","n/e","5748","1073","n/e","1","n/e","n/e","1253"
"Sweden (SE)","19.11.2024 18:00 - 19.11.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11764","n/e","5748","1050","n/e","1","n/e","n/e","1484"
"Sweden (SE)","19.11.2024 19:00 - 19.11.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11473","n/e","5748","1048","n/e","1","n/e","n/e","1743"
"Sweden (SE)","19.11.2024 20:00 - 19.11.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11468","n/e","5751","1025","n/e","1","n/e","n/e","1989"
"Sweden (SE)","19.11.2024 21:00 - 19.11.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11449","n/e","5751","943","n/e","1","n/e","n/e","2416"
"Sweden (SE)","19.11.2024 22:00 - 19.11.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11104","n/e","5752","852","n/e","1","n/e","n/e","2860"
"Sweden (SE)","19.11.2024 23:00 - 20.11.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10947","n/e","5753","778","n/e","1","n/e","n/e","3445"
"Sweden (SE)","20.11.2024 00:00 - 20.11.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10813","n/e","5757","714","n/e","1","n/e","n/e","4034"
"Sweden (SE)","20.11.2024 01:00 - 20.11.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10687","n/e","5757","691","n/e","1","n/e","n/e","4478"
"Sweden (SE)","20.11.2024 02:00 - 20.11.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10674","n/e","5756","671","n/e","1","n/e","n/e","4819"
"Sweden (SE)","20.11.2024 03:00 - 20.11.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10581","n/e","5756","678","n/e","1","n/e","n/e","4875"
"Sweden (SE)","20.11.2024 04:00 - 20.11.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10534","n/e","5756","705","n/e","1","n/e","n/e","5279"
"Sweden (SE)","20.11.2024 05:00 - 20.11.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10587","n/e","5754","811","n/e","1","n/e","n/e","5640"
"Sweden (SE)","20.11.2024 06:00 - 20.11.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11025","n/e","5754","973","n/e","1","n/e","n/e","5725"
"Sweden (SE)","20.11.2024 07:00 - 20.11.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10873","n/e","5752","988","n/e","1","n/e","n/e","5614"
